Admiraltysky;4350000;5200000
Vasileostrovsky;3800000;5500000
Petrogradsky;5350000;6500000
Vyborgsky;3200000;4200000
Kalininsky;3300000;4100000
Kirovsky;3350000;4500000
Moskovsky;3600000;4600000
Nevsky;3200000;4000000
Primorsky ;3700000;5000000
Frunze;3650000;4550000
